,product_name,price,skin_types
186,Gallinée Probiotic Youthful Serum 30ml,£38.25,"normal,sensitive"
191,Estée Lauder Perfectionist Pro Rapid Firm + Lift Serum Hexapeptide-8 50ml,£77.40,"dry, normal, combination, oily"
194,Elizabeth Arden Prevage Face Advanced Anti-Aging Serum (50ml),£170.00,"dry,normal,sensitive"
196,Sukin Purely Ageless Firming Serum 30ml,£19.95,"normal,dry"
201,REN Clean Skincare Keep Young and Beautiful Instant Firming Beauty Shot,£42.00,"normal, dry"
203,Indeed Labs Snoxin Serum 2 30ml,£24.99,"normal, combination"
211,Omorovicza Instant Perfection Serum (30ml),£87.00,"normal,dry"
214,Aveda Hand Relief Night Renewal Serum 30ml,£27.00,"normal, dry"
217,Sarah Chapman Skinesis Skin Tone Perfecting Booster (30ml),£64.00,"oily,combination,normal"
238,Face by Skinny Tan Moisturising Oil Drops 30ml,£14.99,"dry, normal"
244,Elemis Superfood Facial Oil 15ml,£45.00,"dry,normal"
248,TanOrganic Self-Tanning Oil - Brown (100ml),£18.74,"normal,dry"
251,NUXE Sun Tanning Oil Face and Body SPF 30 (150ml),£19.50,"normal, dry"
254,Bondi Sands Everyday Liquid Gold Gradual Tanning Oil 270ml,£11.19,"dry,normal"
264,BBB London Nourishing Brow Oil 11ml,£22.00,"normal,dry"
277,MONU Firming Fiji Facial Oil (180ml),£26.95,"normal, dry"
305,PIXI Glow Mist 80ml,£16.00,"dry, normal, combination"
310,Garnier Ambre Solaire Natural Bronzer Quick Drying Dark Self Tan Face Mist 75ml,£5.00,"normal,dry"
316,Omorovicza Queen of Hungary Mist 30ml,£20.00,"oily,combination,normal"
320,PIXI Vitamin Wakeup Mist 80ml,£16.00,"combination,dry,normal"
323,Lumene Nordic C Valo Glow Refresh Hydrating Mist 50ml,£9.00,"oily,combination,normal"
324,Elizabeth Arden Eight Hour Miracle Hydrating Mist 100ml,£21.00,"normal,dry,sensitive"
325,Garnier Natural Vegan Rose Soothing Hydrating Glow Mist 150ml,£5.99,"oily,combination,normal"
326,Dermalogica Age Smart Antioxidant Hydramist 150ml,£36.00,"normal, dry"
332,Chantecaille Pure Rosewater 100ml,£65.00,"normal,sensitive"
336,Institut Esthederm Cellular Water Mist 100ml,£18.00,normal
339,NUXE Refreshing Toning Mist 200ml,£15.50,"normal, combination"
351,DHC Super Collagen Mist 50ml,£20.00,"normal,dry"
355,Zelens PROVITAMIN D Fortifying Facial Mist 50ml,£55.00,"Normal, dry, sensitive"
366,Holika Holika Aloe Soothing Essence 98% Mist,£19.95,"normal,oily,combination,sensitive"
368,BBB London Rosewater Mist 50ml,£22.00,"normal,dry,sensitive"
372,Mauli Supreme Skin Rose Mist,£36.00,"normal,dry,sensitive"
374,Jurlique Lavender Hydrating Mist 100ml,£32.00,"normal,sensitive"
376,Löwengrip Moisture on the go Facial Mist 100ml,£16.00,"normal,dry,sensitive"
377,Armani Prima Mist 100ml,£34.00,"normal, dry"
379,Acorelle Pure Harvest Body Perfume - 100ml,£10.00,normal
380,Jurlique Lavender Hydrating Mist 50ml,£23.00,"normal,sensitive"
383,Eve Lom Radiance Face Mist 48ml,£38.00,"normal, combination, sensitive"
390,La Roche-Posay Cicaplast Baume B5 Repairing Balm SPF 50 40ml,£8.00,"oily,combination,normal"
457,REN Clean Skincare Glycol Lactic Radiance Mask,£36.00,"oily,combination,normal"
467,Holika Holika Baby Silky Foot Mask Sheet,£3.95,"dry,normal"
482,Clinique Moisture Surge Overnight Mask 100ml,£32.00,"dry, normal"
486,Garnier Fresh-Mix Replumping Face Sheet Shot Mask with Hyaluronic Acid 33g,£3.99,"normal, dry"
502,L'Oréal Paris Pure Clay Detox Face Mask 50ml,£7.99,"oily, combination, normal"
512,Garnier Ultralift Anti Ageing Radiance Boosting Face Sheet Mask 32g,£3.99,"normal,dry"
513,FOREO UFO Activated Masks - Call It a Night (7 Pack),£9.99,"dry,normal"
517,Neutrogena Radiance Boost Hydrogel Recovery Mask 30ml,£3.50,"oily,combination,normal"
523,Lancôme Génifique Hydrogel Sheet Mask (1 Mask),£16.20,"normal,sensitive"
526,FARMACY Honey Potion Renewing Antioxidant Hydration Mask,£36.00,"dry, normal, combination"
538,Neutrogena Purifying Boost Hydrogel Recovery Mask 30ml,£3.99,"normal,dry,sensitive"
565,AHAVA Uplifting & Firming Sheet Mask,£6.30,"normal,dry,sensitive"
573,AHAVA Single Use Facial Renewal Peel 8ml,£2.36,"normal,sensitive"
574,PIXI Peel and Polish,£24.00,"normal,dry,sensitive"
584,Embryolisse Gentle Night Peeling Care Radiance Secret 40ml,£18.00,"oily,combination,normal"
589,Radical Skincare Detox Charcoal Enzyme Peel 50ml,£45.00,"oily,combination,normal"
595,Mavala Skin Vitality Beauty Enhancing Micro-Peel 65ml,£17.00,"normal,dry,sensitive"
600,Comfort Zone Essential Peeling 60ml,£30.00,"oily,combination,normal"
620,Balance Me Wonder Eye Cream 15ml,£16.00,"Normal, dry, sensitive"
633,Caudalie VineActiv Energizing and Smoothing Eye Cream 15ml,£27.50,"normal,combination"
635,La Roche-Posay Pigmentclar Eyes 15ml,£25.50,"Normal,Dry"
637,REN Clean Skincare Keep Young and Beautiful Firm and Lift Eye Cream,£33.00,"normal,dry,sensitive"
647,L'Oréal Men Expert Hydra Energetic Cooling Eye Roll-On (10ml),£10.99,"normal,combination"
650,Bulldog Energising Eye Roll On 15ml,£7.50,"normal,combination"
651,Avène Refreshing Eye Contour 15ml,£16.00,"Normal,Dry"
656,Shiseido Exclusive Ultimune Eye Power Infusing Eye Concentrate 15ml,£58.00,"normal,dry"
657,Dermalogica Total Eye Care 15ml,£40.50,"normal,dry,sensitive"
663,Aesop Parsley Seed Anti-Oxidant Eye Serum 15ml,£57.00,"oily,combination,normal"
667,Estée Lauder Resilience Multi-Effect Tri-Peptide Eye Crème 15ml,£44.10,"oily,combination,normal"
672,Clinique Naturally Gentle Eye Make-Up Remover 75ml,£19.00,"normal,sensitive"
674,Zelens Triple Action Advanced Eye Cream,£80.00,"dry, normal, mature"
675,Clinique Superdefense SPF20 Age Defense Eye Cream 15ml,£31.50,"dry, normal, combination, sensitive"
676,KLORANE Eye Make-Up Remover with Organically Farmed Cornflower 200ml,£9.50,"normal,sensitive"
678,Clinique Rinse-Off Eye Makeup Solvent 125ml,£19.00,"oily,combination,normal"
684,Sanctuary Spa Power Peptide Awakening Eye Serum 15ml,£16.50,"normal,dry"
694,SkinCeuticals AOX+ Eye Gel 15ml,£77.00,"normal, combination"
700,REN Clean Skincare Keep Young and Beautiful Instant Brightening Beauty Shot Eye Lift 15ml,£33.00,"normal,dry,sensitive"
726,Elemis Superfood Cleansing Wash 150ml,£25.00,"oily,combination,normal"
747,Clinique Rinse-Off Foaming Cleanser 150ml,£17.50,"oily,combination,normal"
755,L'Oréal Paris Fine Flowers Cleansing Wash 150ml,£3.99,"dry,normal"
777,philosophy Purity One-Step Facial Cleanser 240ml,£19.00,"oily,combination,normal"
785,Omorovicza Cleansing Foam Duo,£73.00,"normal,combination"
789,Origins GinZing Refreshing Scrub Cleanser 150ml,£17.50,"oily, normal, combination"
797,Neutrogena Hydro Boost Cleanser Wipes (25 Wipes),£4.99,"normal,dry"
807,DECLÉOR Cleansing Milk 200ml,£18.20,"dry,normal,combination"
814,Estée Lauder Nutritious Micro-Algae Cleansing Bar,£18.00,"dry, normal"
815,Erno Laszlo Phelityl Cleansing Bar (100g),£35.00,"Normal, combination"
820,Caudalie Supersize Grape Water (200ml),£11.00,"normal, sensitive"
821,Liz Earle Instant Boost Skin Tonic 200ml Bottle,£16.00,"normal,dry,sensitive"
822,PIXI Retinol Tonic 250ml,£18.00,"oily,combination,normal"
830,Sukin Hydrating Mist Toner (125ml),£7.95,"normal, dry"
831,Caudalie Grape Water 75ml,£6.00,"normal, sensitive"
839,Estée Lauder Micro Essence Skin Activating Treatment Lotion Fresh with Sakura Ferment 200ml,£79.00,"Dry, normal, combination, sensitive"
844,Pai Lotus and Orange Blossom BioAffinity Toner 50ml,£30.00,"normal, sensitive"
847,DECLÉOR Aroma Cleanse Essential Tonifying Lotion (200ml),£26.00,"normal,combination, sensitive"
848,NUXE Lotion Tonique Douce - Gentle Toning Lotion (200ml),£15.00,"normal,sensitive"
850,Sanctuary Spa Daily Glow Radiance Tonic 150ml,£10.00,"dry, normal, combination"
